order_date,customer_name,product_name,quantity,unit_price,total_amount,region
2025-07-19,HSBC,Analytics Dashboard,3,2814,8442,Edinburgh
2024-04-30,EY,AI Platform,4,1637,6548,Leeds
2025-05-16,Barclays,CRM Software,1,3657,3657,London
2025-01-16,Amazon,Analytics Dashboard,3,1397,4191,Edinburgh
2024-09-12,PwC,Cloud Suite,7,4384,30688,Leeds
2024-06-17,Accenture,AI Platform,7,3631,25417,Birmingham
2024-08-22,HSBC,Cloud Suite,7,3392,23744,London
2025-05-05,Infosys,Cloud Suite,8,927,7416,London
2025-10-07,TCS,Data Warehouse,2,1335,2670,London
2024-05-14,KPMG,Analytics Dashboard,7,540,3780,Birmingham
2025-12-06,KPMG,Data Warehouse,6,2540,15240,Leeds
2024-06-14,Accenture,Analytics Dashboard,1,1615,1615,Birmingham
2025-06-26,Barclays,Analytics Dashboard,2,4758,9516,Leeds
2024-06-21,Barclays,Analytics Dashboard,7,3417,23919,London
2025-06-16,EY,Analytics Dashboard,1,806,806,Birmingham
2024-02-24,Google,CRM Software,1,742,742,Edinburgh
2025-08-22,Amazon,Data Warehouse,8,3609,28872,Birmingham
2024-07-13,Deloitte,AI Platform,1,1212,1212,Edinburgh
2025-06-21,Google,CRM Software,4,2004,8016,Leeds
2024-12-16,Barclays,Data Warehouse,7,580,4060,Leeds
2024-03-07,Deloitte,Cloud Suite,5,3170,15850,London
2025-04-12,EY,CRM Software,7,1519,10633,London
2025-03-14,PwC,CRM Software,6,4290,25740,Manchester
2025-11-24,Amazon,AI Platform,1,1412,1412,London
2025-03-15,TCS,CRM Software,7,1926,13482,Edinburgh
2025-11-06,PwC,Cloud Suite,8,1049,8392,Birmingham
2024-09-11,KPMG,Data Warehouse,7,977,6839,Birmingham
2024-07-08,Google,Data Warehouse,8,1255,10040,Leeds
2025-10-01,TCS,CRM Software,7,4560,31920,Edinburgh
2025-02-13,PwC,Cloud Suite,5,3686,18430,Edinburgh
2025-10-31,PwC,Analytics Dashboard,7,1060,7420,London
2025-05-15,Amazon,Cloud Suite,6,4792,28752,Edinburgh
2024-03-31,Infosys,Data Warehouse,3,1787,5361,Edinburgh
2024-04-04,Amazon,CRM Software,2,4261,8522,London
2024-07-12,KPMG,Analytics Dashboard,3,3767,11301,London
2025-05-12,EY,AI Platform,2,2397,4794,Birmingham
2024-08-08,Deloitte,Cloud Suite,8,1772,14176,Leeds
2024-10-02,KPMG,Analytics Dashboard,2,1764,3528,Edinburgh
2025-11-05,TCS,Cloud Suite,6,2173,13038,Leeds
2024-01-21,Accenture,Cloud Suite,7,2166,15162,Leeds
2024-01-29,Amazon,Data Warehouse,3,3399,10197,Edinburgh
2024-05-04,Microsoft,Analytics Dashboard,2,2790,5580,Manchester
2024-08-08,Amazon,CRM Software,3,581,1743,Manchester
2024-01-12,Google,AI Platform,1,1261,1261,Manchester
2024-01-26,PwC,Data Warehouse,1,4657,4657,Edinburgh
2025-08-29,PwC,AI Platform,8,4159,33272,Birmingham
2025-05-16,Amazon,Analytics Dashboard,9,1555,13995,Leeds
2024-11-14,TCS,AI Platform,3,1719,5157,Edinburgh
2024-03-26,TCS,Data Warehouse,4,4770,19080,Birmingham
2024-01-21,HSBC,AI Platform,2,4014,8028,London
2025-06-11,Deloitte,Data Warehouse,7,1877,13139,Birmingham
2025-07-31,Google,AI Platform,6,4437,26622,Leeds
2024-02-11,Amazon,Analytics Dashboard,1,4527,4527,London
2025-09-17,EY,AI Platform,4,4131,16524,Birmingham
2024-04-06,Google,Cloud Suite,4,2441,9764,Edinburgh
2024-07-26,EY,CRM Software,6,3536,21216,Birmingham
2024-03-14,TCS,AI Platform,4,4318,17272,Manchester
2024-11-27,Amazon,Analytics Dashboard,4,2191,8764,Manchester
2024-04-24,Amazon,Cloud Suite,4,3381,13524,Manchester
2024-09-01,KPMG,Cloud Suite,6,964,5784,Leeds
2024-01-19,KPMG,AI Platform,3,4483,13449,London
2024-04-21,KPMG,CRM Software,5,4919,24595,London
2025-02-17,Infosys,Cloud Suite,9,3878,34902,Manchester
2025-01-27,TCS,Cloud Suite,6,841,5046,Edinburgh
2025-03-18,EY,CRM Software,9,4688,42192,Birmingham
2024-05-17,Accenture,CRM Software,3,765,2295,London
2025-01-12,Barclays,Analytics Dashboard,8,1890,15120,London
2024-07-05,PwC,Cloud Suite,4,1134,4536,Birmingham
2025-11-22,PwC,Cloud Suite,2,2455,4910,Birmingham
2024-12-31,Infosys,CRM Software,3,1749,5247,London
2024-04-04,Deloitte,AI Platform,1,1745,1745,Birmingham
2024-11-13,PwC,CRM Software,1,4111,4111,Manchester
2024-10-08,Microsoft,Analytics Dashboard,7,4202,29414,Leeds
2025-10-07,Deloitte,AI Platform,3,3038,9114,Edinburgh
2025-04-16,Amazon,AI Platform,3,1616,4848,Edinburgh
2025-01-28,Microsoft,Data Warehouse,1,4154,4154,London
2024-09-09,Accenture,Data Warehouse,6,1829,10974,Edinburgh
2024-07-28,Accenture,AI Platform,6,3259,19554,Edinburgh
2025-02-19,Microsoft,Analytics Dashboard,6,1390,8340,Birmingham
2024-01-18,HSBC,CRM Software,5,1869,9345,London
2025-03-23,Deloitte,AI Platform,2,2394,4788,Manchester
2025-10-01,EY,CRM Software,1,1223,1223,Manchester
2024-04-21,PwC,Cloud Suite,5,1069,5345,Edinburgh
2025-06-29,Google,CRM Software,3,770,2310,London
2025-04-18,PwC,AI Platform,6,889,5334,Leeds
2025-12-19,Microsoft,CRM Software,7,620,4340,Edinburgh
2025-08-27,HSBC,Analytics Dashboard,5,1609,8045,Manchester
2024-08-14,Deloitte,Cloud Suite,2,1845,3690,Edinburgh
2024-11-13,Barclays,CRM Software,3,3864,11592,Edinburgh
2025-04-29,PwC,Analytics Dashboard,4,2415,9660,Leeds
2025-05-22,KPMG,Cloud Suite,4,3507,14028,Manchester
2025-02-27,Deloitte,AI Platform,8,1651,13208,Edinburgh
2025-07-21,Infosys,Cloud Suite,3,2994,8982,Manchester
2024-06-15,TCS,Data Warehouse,5,3875,19375,London
2024-11-22,EY,Cloud Suite,7,1552,10864,Manchester
2024-04-02,Amazon,Data Warehouse,3,1707,5121,London
2025-10-10,Deloitte,Cloud Suite,8,4218,33744,Birmingham
2025-10-07,KPMG,Analytics Dashboard,5,4029,20145,Leeds
2025-07-15,EY,Data Warehouse,8,536,4288,Edinburgh
2024-05-19,Accenture,Analytics Dashboard,8,4380,35040,Edinburgh
2025-09-09,Amazon,CRM Software,1,4383,4383,Birmingham
2025-12-20,PwC,Analytics Dashboard,7,3229,22603,Birmingham
2025-08-16,Accenture,CRM Software,2,4918,9836,Manchester
2024-09-08,Google,Analytics Dashboard,7,3117,21819,Leeds
2025-07-28,Infosys,Data Warehouse,7,4044,28308,London
2024-12-31,HSBC,CRM Software,3,4008,12024,Leeds
2024-02-09,Google,CRM Software,5,2400,12000,Manchester
2025-11-20,EY,Analytics Dashboard,1,2765,2765,Birmingham
2025-11-15,Infosys,Cloud Suite,5,916,4580,Leeds
2025-08-06,Google,Cloud Suite,5,1921,9605,Birmingham
2024-04-25,Amazon,Cloud Suite,1,3327,3327,Birmingham
2024-08-22,Amazon,CRM Software,6,1070,6420,London
2025-12-04,Microsoft,AI Platform,4,1091,4364,Edinburgh
2024-07-31,EY,Cloud Suite,6,4943,29658,London
2025-02-01,Google,Analytics Dashboard,1,4903,4903,London
2025-12-19,KPMG,Analytics Dashboard,2,4753,9506,Manchester
2025-07-07,Infosys,Analytics Dashboard,8,2774,22192,Birmingham
2025-06-13,Microsoft,Analytics Dashboard,7,3236,22652,Leeds
2024-01-22,TCS,Data Warehouse,9,1887,16983,Birmingham
2024-08-25,Google,CRM Software,6,779,4674,Birmingham
2025-08-17,EY,Analytics Dashboard,9,3683,33147,Birmingham
2025-11-06,Barclays,Analytics Dashboard,8,803,6424,Edinburgh
2025-03-12,Barclays,Cloud Suite,7,4128,28896,Edinburgh
2024-01-14,Google,CRM Software,4,1914,7656,Edinburgh
2025-07-18,KPMG,Data Warehouse,6,3956,23736,Leeds
2024-10-26,PwC,Analytics Dashboard,4,2546,10184,Leeds
2024-01-08,Infosys,AI Platform,3,4307,12921,Edinburgh
2025-10-15,TCS,Cloud Suite,6,1134,6804,Manchester
2025-04-28,Microsoft,Analytics Dashboard,5,1088,5440,London
2024-07-23,Barclays,Analytics Dashboard,5,2555,12775,London
2024-02-01,Microsoft,Data Warehouse,3,1751,5253,Birmingham
2025-12-24,Infosys,CRM Software,9,2224,20016,Leeds
2024-05-21,Microsoft,AI Platform,2,1906,3812,Birmingham
2025-07-20,Amazon,AI Platform,3,4683,14049,London
2025-10-17,Microsoft,CRM Software,7,4256,29792,London
2025-11-24,Google,Analytics Dashboard,5,2001,10005,Edinburgh
2024-08-18,Infosys,Analytics Dashboard,6,4906,29436,London
2024-10-26,KPMG,Data Warehouse,4,4176,16704,Manchester
2024-10-04,Deloitte,Cloud Suite,5,3546,17730,Edinburgh
2025-04-14,TCS,AI Platform,8,1175,9400,Edinburgh
2024-12-12,TCS,CRM Software,7,3259,22813,Edinburgh
2025-05-03,Accenture,Data Warehouse,4,2919,11676,Edinburgh
2025-02-27,HSBC,CRM Software,1,2279,2279,Manchester
2024-03-08,Microsoft,CRM Software,1,1972,1972,London
2024-09-15,TCS,Analytics Dashboard,6,3517,21102,Edinburgh
2025-09-26,Infosys,CRM Software,1,3944,3944,Leeds
2025-02-09,Microsoft,CRM Software,1,840,840,Birmingham
2024-06-26,Infosys,Cloud Suite,7,568,3976,Leeds
2025-07-13,Amazon,CRM Software,2,4098,8196,Edinburgh
2025-04-05,PwC,Data Warehouse,7,3096,21672,Manchester
2025-05-04,Microsoft,AI Platform,4,2696,10784,London
2025-10-16,HSBC,Analytics Dashboard,1,792,792,London
2025-07-07,TCS,CRM Software,4,2088,8352,Leeds
2025-06-29,TCS,AI Platform,8,1415,11320,Edinburgh
2025-04-30,Microsoft,Analytics Dashboard,8,3578,28624,Leeds
2025-07-03,EY,Data Warehouse,1,2818,2818,Manchester
2025-04-08,Accenture,Data Warehouse,7,592,4144,London
2024-11-04,EY,AI Platform,5,4391,21955,Birmingham
2024-02-12,Google,CRM Software,4,3192,12768,Birmingham
2024-09-11,Amazon,Data Warehouse,9,2025,18225,Leeds
2024-09-11,KPMG,Analytics Dashboard,2,2233,4466,Birmingham
2025-09-11,HSBC,AI Platform,4,3159,12636,London
2024-03-03,Google,Cloud Suite,9,2360,21240,Birmingham
2025-12-23,TCS,Analytics Dashboard,6,3831,22986,Edinburgh
2024-11-26,HSBC,AI Platform,9,4982,44838,Manchester
2025-11-23,Accenture,Cloud Suite,8,1740,13920,Birmingham
2024-04-14,Microsoft,AI Platform,4,4188,16752,Edinburgh
2025-10-02,KPMG,Cloud Suite,3,3033,9099,Leeds
2025-02-13,Infosys,CRM Software,5,4980,24900,Leeds
2024-04-16,TCS,AI Platform,3,2406,7218,Manchester
2025-07-17,TCS,Cloud Suite,9,2778,25002,Birmingham
2024-09-02,Accenture,CRM Software,1,3225,3225,Edinburgh
2025-09-10,PwC,Analytics Dashboard,8,3672,29376,Leeds
2024-01-13,Amazon,AI Platform,1,597,597,Edinburgh
2025-12-11,Deloitte,Data Warehouse,5,3966,19830,Leeds
2025-11-28,TCS,Data Warehouse,2,2316,4632,Edinburgh
2024-05-11,EY,Cloud Suite,2,1558,3116,Birmingham
2024-10-01,Infosys,CRM Software,4,2790,11160,Manchester
2025-11-08,Google,Cloud Suite,3,2063,6189,Manchester
2024-09-22,EY,Cloud Suite,3,4650,13950,Manchester
2025-06-14,TCS,AI Platform,3,2567,7701,Edinburgh
2024-11-28,Infosys,Analytics Dashboard,1,1449,1449,Manchester
2024-01-28,PwC,Data Warehouse,6,3529,21174,Edinburgh
2025-07-04,KPMG,AI Platform,8,852,6816,Leeds
2024-05-09,Infosys,Data Warehouse,6,4036,24216,Manchester
2025-08-01,Google,Data Warehouse,8,1479,11832,Leeds
2024-12-13,Amazon,Cloud Suite,6,607,3642,Edinburgh
2025-08-25,Barclays,Analytics Dashboard,8,4309,34472,Leeds
2024-02-29,KPMG,Cloud Suite,5,3546,17730,London
2024-02-13,TCS,CRM Software,9,1416,12744,Manchester
2024-10-12,TCS,Data Warehouse,3,2668,8004,London
2025-10-25,Microsoft,Cloud Suite,8,3133,25064,Leeds
2024-03-11,TCS,Cloud Suite,9,2590,23310,Edinburgh
2025-12-25,TCS,Analytics Dashboard,7,4337,30359,Manchester
2025-07-26,PwC,Data Warehouse,9,4920,44280,Birmingham
2024-06-23,PwC,Cloud Suite,5,2831,14155,Birmingham
2024-02-23,Accenture,Analytics Dashboard,4,4185,16740,London
2024-10-30,Google,CRM Software,9,4455,40095,Manchester
2024-08-22,Barclays,CRM Software,1,2120,2120,London
2024-02-16,HSBC,Analytics Dashboard,6,3368,20208,Manchester
2024-09-17,Amazon,Data Warehouse,4,2663,10652,Manchester
2025-07-18,PwC,CRM Software,3,4562,13686,Edinburgh
2024-07-04,HSBC,AI Platform,6,1261,7566,Leeds
2024-01-20,Microsoft,Cloud Suite,4,4194,16776,Manchester
2025-05-27,Accenture,CRM Software,3,2463,7389,Leeds
2025-09-06,KPMG,Data Warehouse,6,2561,15366,Edinburgh
2024-02-03,TCS,CRM Software,7,1082,7574,Birmingham
2025-08-12,TCS,AI Platform,1,4359,4359,Edinburgh
2025-02-23,Google,Analytics Dashboard,7,2249,15743,Manchester
2024-07-21,Barclays,AI Platform,5,4006,20030,Leeds
2025-11-26,Infosys,Cloud Suite,7,872,6104,Edinburgh
2024-06-17,EY,CRM Software,2,3927,7854,Edinburgh
2025-06-20,KPMG,Data Warehouse,2,2040,4080,Birmingham
2025-11-12,KPMG,AI Platform,5,2301,11505,Edinburgh
2025-11-19,Barclays,CRM Software,7,4228,29596,London
2024-03-28,TCS,CRM Software,3,2255,6765,London
2025-08-28,Google,Analytics Dashboard,8,4457,35656,Leeds
2025-07-11,Infosys,CRM Software,8,502,4016,Leeds
2025-01-15,Google,Cloud Suite,3,1010,3030,Edinburgh
2025-11-17,KPMG,CRM Software,7,4414,30898,Manchester
2025-07-24,Infosys,Analytics Dashboard,1,4957,4957,London
2024-04-06,TCS,Cloud Suite,8,1241,9928,Leeds
2024-08-04,EY,Data Warehouse,2,1106,2212,Leeds
2024-08-18,EY,AI Platform,9,1723,15507,London
2025-08-21,HSBC,Data Warehouse,9,4209,37881,Birmingham
2025-08-18,KPMG,Analytics Dashboard,8,2687,21496,London
2024-10-08,KPMG,Cloud Suite,7,2987,20909,Manchester
2025-10-01,Microsoft,AI Platform,9,2096,18864,Leeds
2024-08-28,PwC,Data Warehouse,9,2642,23778,Birmingham
2024-10-19,Amazon,AI Platform,6,1438,8628,London
2024-03-27,Barclays,AI Platform,7,3185,22295,Leeds
2025-05-05,TCS,CRM Software,4,1626,6504,Manchester
2025-07-28,Barclays,Cloud Suite,4,4635,18540,Edinburgh
2025-06-03,Microsoft,AI Platform,2,2783,5566,Leeds
2025-11-30,Amazon,Analytics Dashboard,6,842,5052,Edinburgh
2025-03-14,PwC,CRM Software,4,4035,16140,Edinburgh
2024-12-08,Microsoft,Cloud Suite,7,1689,11823,Edinburgh
2025-05-23,EY,Cloud Suite,6,1144,6864,Manchester
2025-05-16,TCS,Analytics Dashboard,9,2142,19278,Manchester
2025-02-12,Amazon,CRM Software,1,4249,4249,Birmingham
2024-12-08,Deloitte,Data Warehouse,1,4432,4432,Leeds
2024-10-15,Amazon,Data Warehouse,4,1600,6400,Leeds
2024-06-21,Infosys,AI Platform,9,875,7875,Manchester
2024-01-11,TCS,Data Warehouse,3,4179,12537,Manchester
2025-01-07,Deloitte,Analytics Dashboard,1,4496,4496,Birmingham
2025-07-29,EY,Data Warehouse,5,1284,6420,Edinburgh
2024-06-28,Accenture,CRM Software,2,2114,4228,Leeds
2024-03-01,Deloitte,AI Platform,2,4153,8306,London
2025-05-10,Deloitte,AI Platform,4,3886,15544,Edinburgh
2025-12-27,Deloitte,AI Platform,9,4166,37494,London
2025-01-19,Infosys,Analytics Dashboard,6,2897,17382,Birmingham
2025-02-10,Accenture,Analytics Dashboard,3,1999,5997,Leeds
2025-08-18,PwC,Cloud Suite,9,2743,24687,Edinburgh
2025-12-11,KPMG,Data Warehouse,6,3888,23328,Leeds
2024-04-15,KPMG,AI Platform,6,1408,8448,Leeds
2025-06-05,Deloitte,CRM Software,6,671,4026,London
2024-01-26,HSBC,Data Warehouse,4,1549,6196,Manchester
2024-09-20,Accenture,Analytics Dashboard,2,961,1922,London
2025-02-10,Google,Analytics Dashboard,7,2434,17038,Edinburgh
2025-12-04,TCS,Cloud Suite,6,1664,9984,Leeds
2025-03-22,KPMG,AI Platform,5,3942,19710,Manchester
2025-03-07,TCS,AI Platform,9,3155,28395,Edinburgh
2025-01-04,PwC,AI Platform,5,876,4380,Edinburgh
2024-04-27,HSBC,Data Warehouse,3,4104,12312,Leeds
2025-10-19,HSBC,Cloud Suite,8,2907,23256,Edinburgh
2025-09-19,TCS,AI Platform,7,4715,33005,Leeds
2024-12-16,PwC,Cloud Suite,7,4409,30863,Manchester
2025-10-25,Deloitte,CRM Software,1,3128,3128,London
2025-09-12,TCS,Cloud Suite,7,3510,24570,London
2024-03-02,TCS,Analytics Dashboard,8,4191,33528,Manchester
2024-09-09,Deloitte,CRM Software,1,4800,4800,Birmingham
2024-05-17,Infosys,Cloud Suite,8,3268,26144,London
2024-03-08,HSBC,Data Warehouse,7,929,6503,Leeds
2025-10-11,TCS,AI Platform,7,1765,12355,Edinburgh
2024-01-27,KPMG,Data Warehouse,5,4541,22705,Manchester
2025-06-16,Microsoft,Analytics Dashboard,8,3154,25232,London
2024-08-16,KPMG,Cloud Suite,7,2709,18963,Manchester
2024-12-18,EY,CRM Software,5,2764,13820,London
2024-05-03,HSBC,Cloud Suite,9,2949,26541,Birmingham
2024-07-24,Microsoft,AI Platform,3,592,1776,Manchester
2025-04-09,Infosys,Analytics Dashboard,8,864,6912,Edinburgh
2025-04-28,Google,CRM Software,8,3038,24304,London
2024-08-16,EY,Analytics Dashboard,5,2253,11265,Birmingham
2025-03-07,Microsoft,CRM Software,3,1938,5814,London
2024-04-27,Accenture,AI Platform,8,1557,12456,London
2024-11-13,Microsoft,Analytics Dashboard,5,4508,22540,Edinburgh
2024-03-29,EY,Data Warehouse,4,1021,4084,Leeds
2025-01-11,Barclays,Analytics Dashboard,8,4223,33784,Leeds
2024-06-24,PwC,AI Platform,7,3351,23457,Birmingham
2025-01-03,HSBC,Cloud Suite,3,1286,3858,Birmingham
2025-04-04,Barclays,CRM Software,9,3443,30987,Birmingham
2024-10-14,Infosys,Analytics Dashboard,3,2715,8145,Edinburgh
2025-03-03,Accenture,Analytics Dashboard,4,1044,4176,Edinburgh
2025-11-24,Infosys,Analytics Dashboard,6,3827,22962,Leeds
2025-02-12,Accenture,Analytics Dashboard,3,4679,14037,Leeds
2025-10-24,PwC,Cloud Suite,8,633,5064,Leeds
2025-01-14,Infosys,CRM Software,2,2560,5120,Birmingham
2025-07-12,Barclays,Data Warehouse,5,658,3290,Leeds
2025-09-28,HSBC,CRM Software,9,4315,38835,Leeds
2025-09-27,Google,Data Warehouse,3,3783,11349,Birmingham
2025-06-22,Amazon,Data Warehouse,7,2256,15792,Birmingham
2024-09-15,Accenture,AI Platform,3,3070,9210,Edinburgh
2024-11-20,Accenture,Cloud Suite,8,4986,39888,Edinburgh
2025-07-21,Amazon,Data Warehouse,4,3819,15276,London
2025-09-14,EY,CRM Software,4,856,3424,London
2024-02-17,Accenture,AI Platform,4,2960,11840,Leeds
2024-02-13,Microsoft,Cloud Suite,4,4709,18836,Edinburgh
2025-01-31,KPMG,AI Platform,5,1987,9935,London
2024-03-09,Barclays,Analytics Dashboard,4,1940,7760,Edinburgh
2024-01-27,Infosys,CRM Software,2,3967,7934,London
2024-09-19,Infosys,Data Warehouse,5,2841,14205,Birmingham
2025-05-27,Amazon,Cloud Suite,4,1192,4768,Birmingham
2024-12-02,Microsoft,Analytics Dashboard,4,3662,14648,Manchester
2024-01-05,KPMG,Analytics Dashboard,6,1092,6552,Birmingham
2024-09-19,KPMG,AI Platform,9,720,6480,Leeds
2024-04-26,Barclays,Cloud Suite,6,2974,17844,Leeds
2025-07-21,Infosys,AI Platform,9,4813,43317,Birmingham
2025-04-19,EY,AI Platform,9,1704,15336,Birmingham
2025-01-02,Infosys,Cloud Suite,8,4138,33104,London
2024-06-04,HSBC,Cloud Suite,9,3503,31527,Birmingham
2025-10-23,Microsoft,Cloud Suite,1,4381,4381,Birmingham
2025-12-23,Amazon,CRM Software,8,2059,16472,Leeds
2024-02-29,PwC,Cloud Suite,2,3457,6914,Edinburgh
2024-04-15,TCS,Cloud Suite,8,3067,24536,Manchester
2024-02-12,PwC,Analytics Dashboard,2,2391,4782,London
2024-04-24,Infosys,AI Platform,7,3533,24731,Leeds
2025-06-02,Microsoft,Analytics Dashboard,2,2728,5456,Edinburgh
2025-08-21,Amazon,Analytics Dashboard,8,1737,13896,London
2025-09-29,Infosys,AI Platform,4,1611,6444,Birmingham
2025-03-01,PwC,Analytics Dashboard,3,2447,7341,London
2024-05-17,Deloitte,AI Platform,5,3880,19400,Leeds
2024-12-10,Barclays,AI Platform,4,4452,17808,London
2025-10-08,PwC,Cloud Suite,6,3883,23298,Manchester
2025-06-27,Deloitte,CRM Software,9,2504,22536,Leeds
2025-07-24,HSBC,Data Warehouse,4,2453,9812,Edinburgh
2025-12-22,TCS,Analytics Dashboard,9,2915,26235,Edinburgh
2024-12-07,HSBC,Data Warehouse,6,2473,14838,Manchester
2025-12-03,Google,Data Warehouse,9,4755,42795,Manchester
2024-06-29,EY,AI Platform,4,3323,13292,Birmingham
2024-04-29,TCS,CRM Software,9,3592,32328,Birmingham
2025-08-15,Deloitte,Cloud Suite,5,631,3155,Leeds
2024-05-11,Deloitte,AI Platform,3,3896,11688,Edinburgh
2024-08-24,Google,CRM Software,8,4017,32136,London
2025-05-17,TCS,Analytics Dashboard,5,4291,21455,Birmingham
2024-03-05,Amazon,Cloud Suite,3,975,2925,Manchester
2024-11-24,PwC,AI Platform,7,2563,17941,Edinburgh
2024-10-22,EY,Data Warehouse,8,1762,14096,Edinburgh
2024-10-27,Barclays,Data Warehouse,5,4004,20020,Manchester
2025-09-10,Google,CRM Software,8,1093,8744,Leeds
2024-07-27,HSBC,Cloud Suite,1,1113,1113,Birmingham
2025-11-13,KPMG,AI Platform,1,4542,4542,Leeds
2025-06-05,KPMG,AI Platform,6,1969,11814,Leeds
2025-05-04,TCS,Analytics Dashboard,6,3624,21744,Manchester
2025-08-11,TCS,Data Warehouse,2,1324,2648,London
2024-02-27,EY,CRM Software,3,574,1722,London
2025-01-05,Infosys,AI Platform,9,2522,22698,Birmingham
2024-08-08,PwC,Data Warehouse,7,3791,26537,Leeds
2024-09-10,KPMG,Data Warehouse,5,3786,18930,Manchester
2025-09-09,TCS,Analytics Dashboard,1,1462,1462,Birmingham
2024-05-25,KPMG,Cloud Suite,5,3664,18320,London
2025-03-01,EY,Cloud Suite,5,4909,24545,Leeds
2025-06-03,Deloitte,Data Warehouse,5,4529,22645,Birmingham
2025-04-18,Deloitte,Cloud Suite,4,1179,4716,London
2025-11-29,KPMG,AI Platform,7,1183,8281,Manchester
2024-05-25,Deloitte,Cloud Suite,3,2733,8199,Edinburgh
2025-04-08,Barclays,Analytics Dashboard,9,670,6030,Edinburgh
2025-06-13,Accenture,Data Warehouse,8,4622,36976,Leeds
2025-02-11,Microsoft,CRM Software,2,1179,2358,Manchester
2024-08-24,Google,Cloud Suite,5,3377,16885,Manchester
2025-01-10,Infosys,CRM Software,9,3354,30186,Edinburgh
2025-09-21,KPMG,CRM Software,9,3960,35640,Manchester
2025-07-16,EY,Cloud Suite,7,4603,32221,London
2024-02-14,Microsoft,CRM Software,7,3598,25186,London
2024-12-22,Barclays,Cloud Suite,9,3098,27882,Leeds
2024-10-03,PwC,AI Platform,5,2710,13550,Birmingham
2025-11-18,Barclays,AI Platform,4,4768,19072,Birmingham
2024-03-04,HSBC,Cloud Suite,2,4128,8256,Manchester
2025-08-01,HSBC,Analytics Dashboard,6,2240,13440,Manchester
2024-06-26,PwC,AI Platform,8,1461,11688,Leeds
2024-07-12,HSBC,Analytics Dashboard,1,2576,2576,Edinburgh
2024-02-22,HSBC,AI Platform,8,2623,20984,Manchester
2024-04-26,Microsoft,Cloud Suite,5,3311,16555,Manchester
2025-03-26,KPMG,CRM Software,9,3389,30501,Leeds
2025-05-21,PwC,AI Platform,8,2973,23784,Edinburgh
2024-02-13,Infosys,AI Platform,6,1094,6564,Edinburgh
2025-05-21,Accenture,CRM Software,4,1899,7596,Manchester
2025-11-17,TCS,Analytics Dashboard,7,4178,29246,Edinburgh
2024-12-02,EY,AI Platform,4,1391,5564,Edinburgh
2024-01-03,Accenture,Cloud Suite,2,1473,2946,Birmingham
2025-01-19,Accenture,AI Platform,3,1718,5154,Edinburgh
2025-03-06,KPMG,CRM Software,3,3238,9714,Leeds
2025-11-06,PwC,Analytics Dashboard,1,1371,1371,London
2025-01-25,HSBC,Data Warehouse,4,4494,17976,Edinburgh
2024-05-21,Barclays,Data Warehouse,1,2557,2557,Edinburgh
2025-06-13,Barclays,AI Platform,1,1139,1139,Manchester
2024-06-26,HSBC,CRM Software,3,3095,9285,Leeds
2025-01-29,TCS,CRM Software,2,1272,2544,Edinburgh
2025-01-12,TCS,AI Platform,6,2303,13818,Birmingham
2024-01-03,TCS,CRM Software,6,2822,16932,Manchester
2025-08-14,Google,Analytics Dashboard,5,4924,24620,Birmingham
2024-05-05,Microsoft,Data Warehouse,9,3816,34344,Manchester
2024-06-30,Amazon,Data Warehouse,5,1399,6995,Manchester
2024-08-14,Accenture,Data Warehouse,3,695,2085,Leeds
2025-04-02,Deloitte,AI Platform,9,3308,29772,Edinburgh
2024-07-19,Infosys,AI Platform,7,2946,20622,Manchester
2024-11-26,Infosys,CRM Software,4,854,3416,Manchester
2025-09-16,Infosys,Cloud Suite,9,1128,10152,Birmingham
2025-09-23,PwC,Cloud Suite,8,1921,15368,Leeds
2025-05-22,Infosys,Data Warehouse,1,2456,2456,Leeds
2025-01-27,Accenture,Data Warehouse,9,2895,26055,Manchester
2024-04-14,EY,CRM Software,8,2292,18336,London
2025-10-10,EY,CRM Software,2,4128,8256,London
2025-06-25,EY,Data Warehouse,1,1519,1519,London
2024-09-17,PwC,Data Warehouse,1,3772,3772,Leeds
2025-09-17,Amazon,Data Warehouse,9,3773,33957,Birmingham
2025-10-08,Accenture,CRM Software,4,2021,8084,Birmingham
2024-02-26,EY,Cloud Suite,8,2062,16496,Manchester
2024-06-13,Google,Data Warehouse,9,589,5301,Leeds
2024-08-15,Accenture,CRM Software,6,771,4626,Birmingham
2025-10-30,EY,Analytics Dashboard,2,1965,3930,Leeds
2024-01-16,Deloitte,Cloud Suite,8,2114,16912,Leeds
2025-12-05,HSBC,Cloud Suite,6,1111,6666,Edinburgh
2025-02-03,Google,AI Platform,6,819,4914,Birmingham
2024-03-19,Accenture,Data Warehouse,5,4146,20730,Leeds
2024-11-11,Deloitte,CRM Software,1,2396,2396,Birmingham
2025-11-27,KPMG,Data Warehouse,7,3213,22491,Edinburgh
2025-10-13,Google,CRM Software,2,955,1910,Edinburgh
2025-09-22,Barclays,CRM Software,5,2028,10140,London
2024-08-31,Accenture,AI Platform,5,3904,19520,Edinburgh
2024-10-22,Infosys,Data Warehouse,2,3654,7308,Manchester
2025-04-05,Google,AI Platform,1,4939,4939,Manchester
2024-06-06,Deloitte,Cloud Suite,6,2872,17232,Birmingham
2025-08-14,Accenture,Data Warehouse,7,4658,32606,Edinburgh
2025-01-30,Microsoft,Cloud Suite,2,579,1158,Leeds
